method,ave,median,p90,within_2m,delta_vs_wcl,delta_vs_wcl_lo,delta_vs_wcl_hi,delta_vs_gp_corridor,delta_vs_gp_corridor_lo,delta_vs_gp_corridor_hi,status
fisher_wknn,2.122291349433529,1.4959994582024407,4.251976198225807,0.6610169491525424,-1.3902073476162335,-2.0947543226811125,-0.6494784769971015,1.3973997981436452,0.9782214970488842,1.7971557707176176,ok
mahalanobis_wknn,1.7652665245218702,1.2926924202792947,3.823542953299166,0.7627118644067796,-1.7472321725278925,-2.488583179877295,-1.0062755518378987,1.040374973231986,0.6891157153421597,1.3847219558586144,ok
pls_corridor,3.7935203912485482,3.2126394078747182,8.3510389182693,0.3898305084745763,0.28102169419878537,-0.645648900857791,1.185057869274158,3.0686288399586643,2.3330156629321808,3.869732795269359,ok
ordinal_corridor,4.602614977623578,4.459577622601216,7.449158540175398,0.1694915254237288,1.0901162805738152,0.2603517717343566,1.8814243331611418,3.877723426333694,3.2430487788616493,4.524383888630889,ok
wcl_residual,3.2399451746290433,2.4620691928354574,6.228619529974969,0.4067796610169492,-0.2725535224207191,-1.0660827321314414,0.5221988266122647,2.5150536233391603,1.9229877716887793,3.198871927392076,ok
joint_fp,2.09110186533818,1.3955729864757735,4.1917162659566864,0.6101694915254238,-1.421396831711583,-2.1804022161205165,-0.6107341488422844,1.3662103140482964,0.9548418115497594,1.7937331656052762,ok
gp_augmented_wknn,1.8748525661476452,1.699954813162829,3.6621892996612155,0.576271186440678,-1.637646130902118,-2.3907183286046148,-0.8424943798476842,1.149961014857761,0.8338156156998988,1.4700089838763497,ok
wcl,3.512498697049763,2.814764938962698,6.091042791767084,0.3050847457627119,0.0,0.0,0.0,2.7876071457598792,2.1323929013133367,3.4234359684840774,ok
gp_corridor,0.7248915512898838,0.5022457520234269,1.7391334010005193,0.8983050847457628,-2.7876071457598792,-3.4234359684840774,-2.1323929013133367,0.0,0.0,0.0,ok
